,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
0,0,Mike Cavanaugh,,,,0,1,0,0,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,MIKE CAVANAUGH
1,2,Kahyee Fong,Deep,,,1,0,1,0,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,KAHYEE FONG
2,3,Cam Bailey,Deep,,,2,2,1,3,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,CAM BAILEY
3,4,Zhi Chen,Defense (Handler),,"1'0""",0,1,0,1,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,ZHI CHEN
4,7,Henry Phan,Defense (Handler),,,0,0,0,0,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,HENRY PHAN
5,8,Meagan Kapostasy,Defense (Cutter),,,0,0,0,0,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,MEAGAN KAPOSTASY
6,9,Jennifer Cogburn,Deep,,,1,1,1,2,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,JENNIFER COGBURN
7,10,Lexi Garrity,Defense (Cutter),,"5'6""",1,0,0,0,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,LEXI GARRITY
8,11,Bert Abbott,Defense (Handler),,"5'6""",0,0,0,1,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,BERT ABBOTT
9,12,Brad Houser,Mid,,,3,0,1,3,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,BRAD HOUSER
10,15,Drew Johnson,,,"5'8""",0,1,0,2,/events/teams/?EventTeamId=lOgKXcU3ABfUm3aL4VLdBBPle2zCE%2fQOzlXQA9zfeiA%3d,Seattle Mixtape,1,DREW JOHNSON
