,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
0,2.0,Joseph Lavine,,,"6'1""",0,0,0,0,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,JOSEPH LAVINE
1,3.0,George Summers,,,,1,2,2,0,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,GEORGE SUMMERS
2,4.0,Aidan Rogers,Handler,,"5'9""",1,3,1,3,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,AIDAN ROGERS
3,5.0,Ethan Bowling,,,"5'11""",3,0,0,1,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,ETHAN BOWLING
4,7.0,Parker Bray,,,"6'0""",0,0,0,0,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,PARKER BRAY
5,9.0,Samuel Little,,,,8,12,2,12,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,SAMUEL LITTLE
6,10.0,Adam Burgess,Mid,,"6'0""",1,3,1,3,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,ADAM BURGESS
7,14.0,John Langstaff,,,,4,3,1,3,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,JOHN LANGSTAFF
8,15.0,Neal Raines,,,,2,0,4,0,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,NEAL RAINES
9,16.0,Hunter Cutts,Defense (Cutter),,"6'5""",1,0,0,0,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,HUNTER CUTTS
10,19.0,Ryan Pappafotis,,,"5'9""",5,2,0,2,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,RYAN PAPPAFOTIS
11,21.0,Sheryar Ali,Handler,,"5'11""",4,4,4,6,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,SHERYAR ALI
12,22.0,Jon Ross Ingley,,,"5'7""",0,1,0,1,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,JON ROSS INGLEY
13,24.0,Patrick Trent,,,,1,1,0,2,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,PATRICK TRENT
14,26.0,Vasia Mishin,,,,6,3,1,4,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,VASIA MISHIN
15,28.0,Jason Jones,,,,0,1,1,2,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,JASON JONES
16,29.0,Mason Cary,Cutter,,"6'0""",3,0,1,1,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,MASON CARY
17,60.0,David Petmecky,,,"6'2""",0,0,0,1,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,DAVID PETMECKY
18,82.0,Sam Batson,,,,10,5,4,5,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,SAM BATSON
19,87.0,Gino Mattace,,,"5'8""",1,0,0,1,/events/teams/?EventTeamId=5sFcHaezCnXCwmr1Ls4fUKzOH60MBnvOpZMbAcXPu1Q%3d,Georgia,8,GINO MATTACE
