,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
7,8,Eva Popp,,,,3,13,1,13,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,EVA POPP
8,9,Brenna Bailey,,,,4,2,2,5,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,BRENNA BAILEY
9,12,Mariel Hammond,,,,14,15,4,8,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,MARIEL HAMMOND
10,16,Kristen Rosenblum,,,"5'9""",1,1,3,0,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,KRISTEN ROSENBLUM
11,17,Jenica Villamor,Handler,,"5'7""",2,2,0,8,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,JENICA VILLAMOR
12,18,Julia Sherwood,Handler,,,6,15,2,10,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,JULIA SHERWOOD
13,19,Georgina Tetlow,,,,1,0,1,3,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,GEORGINA TETLOW
14,22,Natalie Green,Handler,,"5'2""",5,3,0,3,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,NATALIE GREEN
15,24,Aubri Bishop,,,,2,2,2,4,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,AUBRI BISHOP
16,25,Lauren Truxillo,,,"1'0""",0,4,2,7,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,LAUREN TRUXILLO
17,26,Shaelynn Davis,Mid,,"4'4""",0,0,0,0,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,SHAELYNN DAVIS
18,27,Elizabeth Longmire,,,,4,3,5,6,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,ELIZABETH LONGMIRE
19,28,Shannon Dennehy,,,"5'6""",3,3,0,2,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,SHANNON DENNEHY
20,37,Beckie Zipp,Handler/Cutter,,"5'8""",4,4,1,9,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,BECKIE ZIPP
21,47,Madeleine Franz,,,,5,1,9,1,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,MADELEINE FRANZ
22,55,Emery Otopalik,Cutter,,"5'7""",2,0,2,1,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,EMERY OTOPALIK
23,70,Morgan Caldwell,,,,6,2,1,6,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,MORGAN CALDWELL
24,77,Sara Stratton,,,,2,4,3,5,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,SARA STRATTON
25,99,Noelle Takahashi,,,"5'6""",5,4,3,2,/events/teams/?EventTeamId=T4BS7sU4NVfi0G9vK1LKfuhH1KKFWAadckrI8R7nrew%3d,Schwa,13,NOELLE TAKAHASHI
0,0,Donna Johnston,Cutter,,,0,0,1,0,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,DONNA JOHNSTON
1,2,Sabrina Hoffman,Handler,,"5'6""",3,1,1,6,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,SABRINA HOFFMAN
2,3,Sara Gnolek,Handler,,"5'8""",0,2,0,7,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,SARA GNOLEK
3,4,Ellie Daniels,Cutter,,,1,0,5,1,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ELLIE DANIELS
4,5,Rose Glinka,Handler/Cutter,,,2,0,0,5,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ROSE GLINKA
5,6,Alexandra Hu,Handler/Cutter,,"5'7""",0,0,0,4,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ALEXANDRA HU
6,7,Austin Prucha,Cutter,,,24,3,6,7,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,AUSTIN PRUCHA
7,9,Daniela Rodriguez,Handler/Cutter,,,0,0,0,1,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,DANIELA RODRIGUEZ
8,10,Alison Vandegrift,Cutter,,"5'9""",0,1,2,1,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ALISON VANDEGRIFT
9,11,Melissa Gibbs,Handler/Cutter,,"5'7""",0,0,0,0,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,MELISSA GIBBS
10,12,Emily Orner,Handler,,,0,2,1,3,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,EMILY ORNER
11,13,Brittney Kokinos,Handler/Cutter,,"5'3""",1,1,1,4,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,BRITTNEY KOKINOS
12,14,Rachel Enyeart,Handler/Cutter,,"5'5""",9,6,1,4,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,RACHEL ENYEART
13,16,Margaret Walker,Handler/Cutter,,"5'8""",1,4,3,10,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,MARGARET WALKER
14,17,Lindsey Waite,Cutter,,"5'5""",1,0,0,0,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,LINDSEY WAITE
15,22,Elizabeth Lehman,Handler,,,3,4,1,14,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ELIZABETH LEHMAN
16,23,Anna Williams,Handler/Cutter,,"5'6""",1,3,2,5,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ANNA WILLIAMS
17,24,Camila Flowerman,Cutter,,"5'9""",4,0,3,6,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,CAMILA FLOWERMAN
18,30,Jean Huang,Handler,,"5'7""",0,2,0,7,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,JEAN HUANG
19,31,Sharon Yee,Handler,,,1,0,0,7,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,SHARON YEE
20,40,Amelia Cuarenta,Handler/Cutter,,"5'6""",1,5,1,2,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,AMELIA CUARENTA
21,44,Robyn Wiseman,Handler,,"5'6""",10,29,5,28,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,ROBYN WISEMAN
22,70,Charlotte Francoeur,Cutter,,"5'8""",3,0,0,1,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,CHARLOTTE FRANCOEUR
23,84,Sara Stuedemann,Cutter,,,0,0,0,0,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,SARA STUEDEMANN
24,87,Emily Langland,Handler,,"5'2""",0,3,1,9,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,EMILY LANGLAND
25,99,Caitlin Murphy,Cutter,,"5'5""",2,0,2,4,/events/teams/?EventTeamId=0hPEVd7xb8rMfxeHfUodWInyU5kVbADBD71%2bcOLQyoQ%3d,Heist,12,CAITLIN MURPHY
0,1,Maggie O'Connor,,,,2,1,0,2,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,MAGGIE O'CONNOR
1,2,Marisa Rafter,Handler,,,3,6,4,9,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,MARISA RAFTER
2,5,Anne Gordon,Cutter,,"5'5""",0,0,1,2,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,ANNE GORDON
3,6,Michela Meister,,,,0,0,0,0,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,MICHELA MEISTER
4,7,Claire Sharman,Cutter,,,14,0,1,8,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,CLAIRE SHARMAN
5,8,Rachel Habbert,Handler,,"5'4""",3,6,6,6,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,RACHEL HABBERT
6,9,Audrey Lyman,Cutter,,"1'0""",3,8,0,13,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,AUDREY LYMAN
7,10,Angela Aie,Handler,,,2,1,1,7,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,ANGELA AIE
8,11,Iris Leung,Cutter,,,4,9,3,5,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,IRIS LEUNG
9,12,Alexandra Hasan,Cutter,,"5'8""",5,0,2,3,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,ALEXANDRA HASAN
10,13,Michelle McGhee,Handler,,"5'8""",2,2,4,8,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,MICHELLE MCGHEE
11,14,Emmy Kolanz,Cutter,,,3,1,2,4,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,EMMY KOLANZ
12,15,Alison Griffith,Cutter,,"5'8""",1,0,3,5,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,ALISON GRIFFITH
13,16,Eliza Chang,Cutter,,"5'6""",4,2,1,3,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,ELIZA CHANG
14,19,Adrienne Lemberger,Cutter,,,9,5,4,2,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,ADRIENNE LEMBERGER
15,21,Megan Pera,,,,1,4,6,4,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,MEGAN PERA
16,22,Katie Swinnerton,Handler,,,0,2,0,1,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,KATIE SWINNERTON
17,23,Sabrina Fong,Handler,,"1'0""",1,7,3,9,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,SABRINA FONG
18,24,Natasha Won,Handler,,"5'3""",0,5,3,11,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,NATASHA WON
19,27,Kira Lou,Cutter,,"1'0""",8,2,2,6,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,KIRA LOU
20,42,Jackelyne Nguyen,Cutter,,,0,0,0,1,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,JACKELYNE NGUYEN
21,51,Shayla Harris,Cutter,,,8,3,11,2,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,SHAYLA HARRIS
22,71,Manisha Daryani,,,,7,14,6,13,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,MANISHA DARYANI
23,89,Kimberly Long,,,,0,2,0,7,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,KIMBERLY LONG
24,96,Patricia Anderson,Handler,,"5'5""",3,3,3,3,/events/teams/?EventTeamId=b%2bQ%2fyPwB0g9QjAqCwqk2VbxCyoN0IlQ%2fzlhfB6A85iQ%3d,Nightlock,8,PATRICIA ANDERSON
0,3,Anna Reed,,,,1,6,2,5,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,ANNA REED
1,4,Alex Snyder,,,,1,9,1,5,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,ALEX SNYDER
2,5,Kaela Helton,,,,2,5,4,1,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,KAELA HELTON
3,6,Sarah Griffith,,,,8,1,3,7,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,SARAH GRIFFITH
4,7,Octavia Payne,,,,4,5,6,5,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,OCTAVIA PAYNE
5,8,Nancy Sun,,,,1,7,1,7,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,NANCY SUN
6,9,Marika Austin,,,,9,1,2,1,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,MARIKA AUSTIN
7,11,Carolyn Finney,,,"1'0""",3,13,5,9,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,CAROLYN FINNEY
8,12,Diana Charrier,,,,2,0,2,0,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,DIANA CHARRIER
9,13,Cree Howard,,,,6,6,2,6,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,CREE HOWARD
10,14,Yelena Gorlin,,,,5,1,0,1,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,YELENA GORLIN
11,15,Alden Fletcher,,,,3,0,3,3,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,ALDEN FLETCHER
12,19,Amel Awadelkarim,Handler/Cutter,,"5'5""",1,3,1,2,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,AMEL AWADELKARIM
13,20,Andrea Romano,,,,0,2,0,0,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,ANDREA ROMANO
14,28,Lisa Couper,,,,7,0,2,0,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,LISA COUPER
15,29,Kirstin Johnson,,,"5'4""",2,2,3,7,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,KIRSTIN JOHNSON
16,33,Anna Nazarov,,,,1,0,0,6,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,ANNA NAZAROV
17,38,Claire McKeever,Cutter,,"5'3""",3,3,2,1,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,CLAIRE MCKEEVER
18,42,Darragh Clancy,,,,2,0,0,0,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,DARRAGH CLANCY
19,44,Maggie Ruden,,,,9,2,1,2,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,MAGGIE RUDEN
20,47,Bethany Kaylor,,,"1'0""",5,8,2,3,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,BETHANY KAYLOR
21,66,Lakshmi Narayan,,,,7,2,3,1,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,LAKSHMI NARAYAN
22,69,Meeri Chang,,,"5'3""",2,1,0,3,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,MEERI CHANG
23,70,Marisa Mead,,,,0,4,1,2,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,MARISA MEAD
24,71,Magon Liu,,,"5'4""",1,4,0,2,/events/teams/?EventTeamId=PAyAzSwW15bi8k%2f8m%2b2IgKesqldb61ArihVtWj8ZOBY%3d,Fury,2,MAGON LIU
