,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
0,0,Allison Hahn,,,,1,0,2,1,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,ALLISON HAHN
1,1,Emma Price,Defense (Cutter),,"5'5""",0,2,2,4,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,EMMA PRICE
2,4,Christine Derieux,Handler,,"5'5""",1,0,1,1,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,CHRISTINE DERIEUX
3,6,Jianna Torre,,,,2,2,2,1,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,JIANNA TORRE
4,7,Janie Mockrish,,,,15,3,3,5,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,JANIE MOCKRISH
5,8,Claire Burke,,,,0,0,0,1,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,CLAIRE BURKE
6,9,Laura Landis,,,,2,2,1,3,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,LAURA LANDIS
7,10,Alyssa Curry,,,"5'9""",0,0,0,0,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,ALYSSA CURRY
8,11,Kathryn Hannum,,,,7,2,4,5,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,KATHRYN HANNUM
9,12,Emily Leivy,,,,3,3,0,3,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,EMILY LEIVY
10,13,Mary Wood,,,,0,0,1,0,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,MARY WOOD
11,14,Amy Wedmore,,,,5,5,4,19,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,AMY WEDMORE
12,15,Julia Harris,,,"5'5""",1,0,0,0,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,JULIA HARRIS
13,22,Kiera Givens,,,"5'10""",5,1,2,5,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,KIERA GIVENS
14,23,Megan Gallagher,,,,0,0,0,0,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,MEGAN GALLAGHER
15,24,Kelly Ross,,,,1,5,3,6,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,KELLY ROSS
16,26,Rukmini Basu,,,,1,0,0,0,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,RUKMINI BASU
17,27,Rebecca Meeker,Deep,,"5'6""",3,9,13,9,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,REBECCA MEEKER
18,30,Brogan Jones,,,"5'3""",4,14,2,10,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,BROGAN JONES
19,32,Rebecca Driver,,,"5'8""",3,1,1,2,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,REBECCA DRIVER
20,44,Keila Strick,,,,19,11,3,8,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,KEILA STRICK
21,52,Tess Warner,,,,4,16,5,18,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,TESS WARNER
22,54,Sarai Arbus,,,,4,5,3,5,/events/teams/?EventTeamId=NtPgvb9ej4qPBwXTE%2fwA0LFkAX%2bORugEVEwTT8RYjlk%3d,Virginia,13,SARAI ARBUS
0,1,Margaret Kennedy,,,"5'10""",1,2,0,2,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,MARGARET KENNEDY
1,2,Jesse Shofner,,,,7,27,6,11,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,JESSE SHOFNER
2,3,Jamie Fleshman,Handler,,"5'7""",1,0,0,1,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,JAMIE FLESHMAN
3,4,Emily Fagan,,,"5'6""",1,0,1,0,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,EMILY FAGAN
4,5,Gabrielle Aufderheide,,,,2,0,0,1,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,GABRIELLE AUFDERHEIDE
5,7,Alexandra Ode,,,"5'8""",13,10,10,5,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,ALEXANDRA ODE
6,8,Jaydra Rotolante,Handler,,"5'2""",0,0,0,1,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,JAYDRA ROTOLANTE
7,9,Olivia Bartruff,,,,25,4,5,3,/events/teams/?EventTeamId=%2fLGdnvAi%2bq1Wzmdd1TxP6fwGc62QmnID%2bYQeKfpK0W4%3d,Oregon,1,OLIVIA BARTRUFF
